season,adp_source,true_adp,episode,seed,draft_slot,strategy,management_mode,regular_rank,regular_wins,points,made_playoffs,champion
2023,Fantasy Football Calculator ADP,True,2,93230002,3,adp,lineups_plus_waivers,8,5.0,1211.78,False,False
2023,Fantasy Football Calculator ADP,True,2,93230002,3,target_intel,frozen_lineup,3,9.0,1164.3199999999997,True,False
2023,Fantasy Football Calculator ADP,True,2,93230002,3,target_intel,weekly_lineups,3,9.0,1209.94,True,False
2023,Fantasy Football Calculator ADP,True,2,93230002,3,target_intel,lineups_plus_waivers,1,10.0,1232.04,True,False
2023,Fantasy Football Calculator ADP,True,2,93230002,3,model_only,frozen_lineup,7,7.0,1208.12,False,False
2023,Fantasy Football Calculator ADP,True,2,93230002,3,model_only,weekly_lineups,3,7.0,1199.38,True,False
2023,Fantasy Football Calculator ADP,True,2,93230002,3,model_only,lineups_plus_waivers,4,8.0,1186.68,True,False
2023,Fantasy Football Calculator ADP,True,3,93230003,4,adp,frozen_lineup,12,4.0,1039.76,False,False
2023,Fantasy Football Calculator ADP,True,3,93230003,4,adp,weekly_lineups,10,6.0,1189.82,False,False
2023,Fantasy Football Calculator ADP,True,3,93230003,4,adp,lineups_plus_waivers,10,6.0,1183.2600000000002,False,False
2023,Fantasy Football Calculator ADP,True,3,93230003,4,target_intel,frozen_lineup,7,7.0,1181.52,False,False
2023,Fantasy Football Calculator ADP,True,3,93230003,4,target_intel,weekly_lineups,2,10.0,1279.64,True,False
2023,Fantasy Football Calculator ADP,True,3,93230003,4,target_intel,lineups_plus_waivers,1,10.0,1259.54,True,False
2023,Fantasy Football Calculator ADP,True,3,93230003,4,model_only,frozen_lineup,9,6.0,1081.8600000000001,False,False
2023,Fantasy Football Calculator ADP,True,3,93230003,4,model_only,weekly_lineups,7,7.0,1116.7800000000002,False,False
2023,Fantasy Football Calculator ADP,True,3,93230003,4,model_only,lineups_plus_waivers,11,5.0,1160.18,False,False
2023,Fantasy Football Calculator ADP,True,4,93230004,5,adp,frozen_lineup,5,8.0,1150.18,True,False
2023,Fantasy Football Calculator ADP,True,4,93230004,5,adp,weekly_lineups,6,8.0,1180.56,True,False
2023,Fantasy Football Calculator ADP,True,4,93230004,5,adp,lineups_plus_waivers,6,8.0,1220.5000000000002,True,False
2023,Fantasy Football Calculator ADP,True,4,93230004,5,target_intel,frozen_lineup,5,7.0,1047.18,True,False
2023,Fantasy Football Calculator ADP,True,4,93230004,5,target_intel,weekly_lineups,4,8.0,1198.5600000000002,True,False
2023,Fantasy Football Calculator ADP,True,4,93230004,5,target_intel,lineups_plus_waivers,6,7.0,1177.56,True,False
2023,Fantasy Football Calculator ADP,True,4,93230004,5,model_only,frozen_lineup,9,5.0,1088.8200000000002,False,False
2023,Fantasy Football Calculator ADP,True,4,93230004,5,model_only,weekly_lineups,9,5.0,1125.48,False,False
2023,Fantasy Football Calculator ADP,True,4,93230004,5,model_only,lineups_plus_waivers,8,6.0,1144.98,False,False
2023,Fantasy Football Calculator ADP,True,5,93230005,6,adp,frozen_lineup,4,9.0,1043.18,True,False
2023,Fantasy Football Calculator ADP,True,5,93230005,6,adp,weekly_lineups,11,4.0,1036.1599999999999,False,False
2023,Fantasy Football Calculator ADP,True,5,93230005,6,adp,lineups_plus_waivers,5,7.0,1117.3799999999997,True,False
2023,Fantasy Football Calculator ADP,True,5,93230005,6,target_intel,frozen_lineup,1,13.0,1376.3200000000002,True,False
2023,Fantasy Football Calculator ADP,True,5,93230005,6,target_intel,weekly_lineups,1,12.0,1321.04,True,True
2023,Fantasy Football Calculator ADP,True,5,93230005,6,target_intel,lineups_plus_waivers,1,13.0,1367.54,True,False
2023,Fantasy Football Calculator ADP,True,5,93230005,6,model_only,frozen_lineup,3,9.0,1131.6200000000001,True,False
2023,Fantasy Football Calculator ADP,True,5,93230005,6,model_only,weekly_lineups,9,6.0,1134.3799999999999,False,False
2023,Fantasy Football Calculator ADP,True,5,93230005,6,model_only,lineups_plus_waivers,9,7.0,1138.8799999999999,False,False
2023,Fantasy Football Calculator ADP,True,6,93230006,7,adp,frozen_lineup,6,6.0,1226.98,True,True
2023,Fantasy Football Calculator ADP,True,6,93230006,7,adp,weekly_lineups,1,10.0,1393.68,True,False
2023,Fantasy Football Calculator ADP,True,6,93230006,7,adp,lineups_plus_waivers,2,9.0,1369.0799999999997,True,False
2023,Fantasy Football Calculator ADP,True,6,93230006,7,target_intel,frozen_lineup,4,9.0,1244.76,True,False
2023,Fantasy Football Calculator ADP,True,6,93230006,7,target_intel,weekly_lineups,7,7.0,1247.08,False,False
2023,Fantasy Football Calculator ADP,True,6,93230006,7,target_intel,lineups_plus_waivers,3,8.0,1247.08,True,False
2023,Fantasy Football Calculator ADP,True,6,93230006,7,model_only,frozen_lineup,3,9.0,1129.3200000000002,True,False
2023,Fantasy Football Calculator ADP,True,6,93230006,7,model_only,weekly_lineups,6,7.0,1131.44,True,False
2023,Fantasy Football Calculator ADP,True,6,93230006,7,model_only,lineups_plus_waivers,5,8.0,1110.7200000000003,True,False
2023,Fantasy Football Calculator ADP,True,7,93230007,8,adp,frozen_lineup,4,8.0,1143.2599999999998,True,False
2023,Fantasy Football Calculator ADP,True,7,93230007,8,adp,weekly_lineups,6,7.0,1204.3600000000004,True,True
2023,Fantasy Football Calculator ADP,True,7,93230007,8,adp,lineups_plus_waivers,7,6.0,1273.86,False,False
2023,Fantasy Football Calculator ADP,True,7,93230007,8,target_intel,frozen_lineup,11,5.0,1120.5200000000002,False,False
2023,Fantasy Football Calculator ADP,True,7,93230007,8,target_intel,weekly_lineups,7,7.0,1259.36,False,False
2023,Fantasy Football Calculator ADP,True,7,93230007,8,target_intel,lineups_plus_waivers,8,7.0,1242.42,False,False
2023,Fantasy Football Calculator ADP,True,7,93230007,8,model_only,frozen_lineup,4,9.0,1179.7,True,False
2023,Fantasy Football Calculator ADP,True,7,93230007,8,model_only,weekly_lineups,5,9.0,1177.16,True,False
2023,Fantasy Football Calculator ADP,True,7,93230007,8,model_only,lineups_plus_waivers,6,8.0,1153.36,True,False
2023,Fantasy Football Calculator ADP,True,8,93230008,9,adp,frozen_lineup,4,9.0,1155.4800000000002,True,False
2023,Fantasy Football Calculator ADP,True,8,93230008,9,adp,weekly_lineups,7,7.0,1137.16,False,False
2023,Fantasy Football Calculator ADP,True,8,93230008,9,adp,lineups_plus_waivers,5,8.0,1167.14,True,False
2023,Fantasy Football Calculator ADP,True,8,93230008,9,target_intel,frozen_lineup,2,9.0,1306.6200000000001,True,False
2023,Fantasy Football Calculator ADP,True,8,93230008,9,target_intel,weekly_lineups,1,10.0,1323.84,True,False
2023,Fantasy Football Calculator ADP,True,8,93230008,9,target_intel,lineups_plus_waivers,4,8.0,1323.84,True,False
2023,Fantasy Football Calculator ADP,True,8,93230008,9,model_only,frozen_lineup,3,9.0,1191.6200000000001,True,False
2023,Fantasy Football Calculator ADP,True,8,93230008,9,model_only,weekly_lineups,8,6.0,1195.2800000000002,False,False
2023,Fantasy Football Calculator ADP,True,8,93230008,9,model_only,lineups_plus_waivers,5,8.0,1238.98,True,False
2023,Fantasy Football Calculator ADP,True,9,93230009,10,adp,frozen_lineup,6,7.0,1059.22,True,False
2023,Fantasy Football Calculator ADP,True,9,93230009,10,adp,weekly_lineups,10,5.0,1065.06,False,False
2023,Fantasy Football Calculator ADP,True,9,93230009,10,adp,lineups_plus_waivers,8,7.0,1119.08,False,False
2023,Fantasy Football Calculator ADP,True,9,93230009,10,target_intel,frozen_lineup,5,8.0,1262.7200000000003,True,False
2023,Fantasy Football Calculator ADP,True,9,93230009,10,target_intel,weekly_lineups,3,8.0,1302.16,True,False
2023,Fantasy Football Calculator ADP,True,9,93230009,10,target_intel,lineups_plus_waivers,3,8.0,1314.22,True,False
2023,Fantasy Football Calculator ADP,True,9,93230009,10,model_only,frozen_lineup,3,8.0,1129.3200000000002,True,False
2023,Fantasy Football Calculator ADP,True,9,93230009,10,model_only,weekly_lineups,8,6.0,1085.3000000000002,False,False
2023,Fantasy Football Calculator ADP,True,9,93230009,10,model_only,lineups_plus_waivers,4,8.0,1160.4600000000003,True,False
2023,Fantasy Football Calculator ADP,True,10,93230010,11,adp,frozen_lineup,4,9.0,1123.4000000000003,True,False
2023,Fantasy Football Calculator ADP,True,10,93230010,11,adp,weekly_lineups,5,8.0,1158.18,True,False
2023,Fantasy Football Calculator ADP,True,10,93230010,11,adp,lineups_plus_waivers,4,8.0,1199.9199999999998,True,False
2023,Fantasy Football Calculator ADP,True,10,93230010,11,target_intel,frozen_lineup,2,11.0,1344.72,True,False
2023,Fantasy Football Calculator ADP,True,10,93230010,11,target_intel,weekly_lineups,2,9.0,1366.72,True,False
2023,Fantasy Football Calculator ADP,True,10,93230010,11,target_intel,lineups_plus_waivers,3,8.0,1327.5200000000002,True,False
2023,Fantasy Football Calculator ADP,True,10,93230010,11,model_only,frozen_lineup,6,7.0,1188.52,True,False
2023,Fantasy Football Calculator ADP,True,10,93230010,11,model_only,weekly_lineups,8,6.0,1184.78,False,False
2023,Fantasy Football Calculator ADP,True,10,93230010,11,model_only,lineups_plus_waivers,7,6.0,1154.18,False,False
2023,Fantasy Football Calculator ADP,True,11,93230011,12,adp,frozen_lineup,5,7.0,1097.3400000000001,True,True
2023,Fantasy Football Calculator ADP,True,11,93230011,12,adp,weekly_lineups,11,5.0,1111.52,False,False
2023,Fantasy Football Calculator ADP,True,11,93230011,12,adp,lineups_plus_waivers,11,5.0,1112.22,False,False
2023,Fantasy Football Calculator ADP,True,11,93230011,12,target_intel,frozen_lineup,8,6.0,1249.82,False,False
2023,Fantasy Football Calculator ADP,True,11,93230011,12,target_intel,weekly_lineups,5,7.0,1290.4199999999998,True,False
2023,Fantasy Football Calculator ADP,True,11,93230011,12,target_intel,lineups_plus_waivers,9,6.0,1282.42,False,False
2023,Fantasy Football Calculator ADP,True,11,93230011,12,model_only,frozen_lineup,10,5.0,1078.1,False,False
2023,Fantasy Football Calculator ADP,True,11,93230011,12,model_only,weekly_lineups,12,2.0,972.32,False,False
2023,Fantasy Football Calculator ADP,True,11,93230011,12,model_only,lineups_plus_waivers,12,2.0,1029.42,False,False
2023,Fantasy Football Calculator ADP,True,12,93230012,1,adp,frozen_lineup,11,3.0,859.9599999999998,False,False
2023,Fantasy Football Calculator ADP,True,12,93230012,1,adp,weekly_lineups,12,4.0,1029.04,False,False
2023,Fantasy Football Calculator ADP,True,12,93230012,1,adp,lineups_plus_waivers,11,5.0,1073.76,False,False
2023,Fantasy Football Calculator ADP,True,12,93230012,1,target_intel,frozen_lineup,8,6.0,1095.18,False,False
2023,Fantasy Football Calculator ADP,True,12,93230012,1,target_intel,weekly_lineups,9,6.0,1150.9,False,False
2023,Fantasy Football Calculator ADP,True,12,93230012,1,target_intel,lineups_plus_waivers,10,5.0,1200.68,False,False
2023,Fantasy Football Calculator ADP,True,12,93230012,1,model_only,frozen_lineup,10,5.0,1093.02,False,False
2023,Fantasy Football Calculator ADP,True,12,93230012,1,model_only,weekly_lineups,8,6.0,1107.08,False,False
2023,Fantasy Football Calculator ADP,True,12,93230012,1,model_only,lineups_plus_waivers,12,3.0,1116.98,False,False
2023,Fantasy Football Calculator ADP,True,13,93230013,2,adp,frozen_lineup,11,2.0,818.9,False,False
2023,Fantasy Football Calculator ADP,True,13,93230013,2,adp,weekly_lineups,12,3.0,848.5,False,False
2023,Fantasy Football Calculator ADP,True,13,93230013,2,adp,lineups_plus_waivers,9,5.0,978.0600000000001,False,False
2023,Fantasy Football Calculator ADP,True,13,93230013,2,target_intel,frozen_lineup,7,7.0,1054.8200000000002,False,False
2023,Fantasy Football Calculator ADP,True,13,93230013,2,target_intel,weekly_lineups,2,10.0,1285.32,True,False
2023,Fantasy Football Calculator ADP,True,13,93230013,2,target_intel,lineups_plus_waivers,2,11.0,1254.42,True,True
2023,Fantasy Football Calculator ADP,True,13,93230013,2,model_only,frozen_lineup,9,4.0,1047.8200000000002,False,False
2023,Fantasy Football Calculator ADP,True,13,93230013,2,model_only,weekly_lineups,10,4.0,1068.58,False,False
2023,Fantasy Football Calculator ADP,True,13,93230013,2,model_only,lineups_plus_waivers,8,6.0,1104.02,False,False
2023,Fantasy Football Calculator ADP,True,14,93230014,3,adp,frozen_lineup,10,6.0,945.88,False,False
2023,Fantasy Football Calculator ADP,True,14,93230014,3,adp,weekly_lineups,9,7.0,1001.2800000000001,False,False
2023,Fantasy Football Calculator ADP,True,14,93230014,3,adp,lineups_plus_waivers,10,5.0,1094.8000000000002,False,False
2023,Fantasy Football Calculator ADP,True,14,93230014,3,target_intel,frozen_lineup,3,10.0,1120.1799999999998,True,False
2023,Fantasy Football Calculator ADP,True,14,93230014,3,target_intel,weekly_lineups,1,11.0,1289.3000000000002,True,False
2023,Fantasy Football Calculator ADP,True,14,93230014,3,target_intel,lineups_plus_waivers,2,10.0,1321.44,True,False
2023,Fantasy Football Calculator ADP,True,14,93230014,3,model_only,frozen_lineup,4,9.0,1088.8200000000002,True,False
2023,Fantasy Football Calculator ADP,True,14,93230014,3,model_only,weekly_lineups,8,7.0,1121.3400000000001,False,False
2023,Fantasy Football Calculator ADP,True,14,93230014,3,model_only,lineups_plus_waivers,5,8.0,1153.1799999999998,True,False
2023,Fantasy Football Calculator ADP,True,15,93230015,4,adp,frozen_lineup,5,8.0,1131.82,True,False
2023,Fantasy Football Calculator ADP,True,15,93230015,4,adp,weekly_lineups,10,5.0,1148.6799999999998,False,False
2023,Fantasy Football Calculator ADP,True,15,93230015,4,adp,lineups_plus_waivers,9,6.0,1139.1200000000001,False,False
2023,Fantasy Football Calculator ADP,True,15,93230015,4,target_intel,frozen_lineup,8,5.0,1100.02,False,False
2023,Fantasy Football Calculator ADP,True,15,93230015,4,target_intel,weekly_lineups,4,9.0,1246.44,True,True
2023,Fantasy Football Calculator ADP,True,15,93230015,4,target_intel,lineups_plus_waivers,7,6.0,1228.14,False,False
2023,Fantasy Football Calculator ADP,True,15,93230015,4,model_only,frozen_lineup,6,7.0,1178.9599999999998,True,False
2023,Fantasy Football Calculator ADP,True,15,93230015,4,model_only,weekly_lineups,8,6.0,1177.8799999999999,False,False
2023,Fantasy Football Calculator ADP,True,15,93230015,4,model_only,lineups_plus_waivers,6,7.0,1180.42,True,False
2023,Fantasy Football Calculator ADP,True,16,93230016,5,adp,frozen_lineup,3,8.0,1234.46,True,False
2023,Fantasy Football Calculator ADP,True,16,93230016,5,adp,weekly_lineups,1,10.0,1437.36,True,True
2023,Fantasy Football Calculator ADP,True,16,93230016,5,adp,lineups_plus_waivers,2,10.0,1437.36,True,False
2023,Fantasy Football Calculator ADP,True,16,93230016,5,target_intel,frozen_lineup,11,4.5,1101.1200000000001,False,False
2023,Fantasy Football Calculator ADP,True,16,93230016,5,target_intel,weekly_lineups,11,5.0,1172.74,False,False
2023,Fantasy Football Calculator ADP,True,16,93230016,5,target_intel,lineups_plus_waivers,8,6.0,1197.38,False,False
2023,Fantasy Football Calculator ADP,True,16,93230016,5,model_only,frozen_lineup,5,9.0,1146.92,True,False
2023,Fantasy Football Calculator ADP,True,16,93230016,5,model_only,weekly_lineups,6,8.0,1199.14,True,False
2023,Fantasy Football Calculator ADP,True,16,93230016,5,model_only,lineups_plus_waivers,5,8.0,1257.3799999999999,True,False
2023,Fantasy Football Calculator ADP,True,17,93230017,6,adp,frozen_lineup,3,8.0,1280.6799999999998,True,False
2023,Fantasy Football Calculator ADP,True,17,93230017,6,adp,weekly_lineups,2,9.0,1297.0800000000002,True,True
2023,Fantasy Football Calculator ADP,True,17,93230017,6,adp,lineups_plus_waivers,6,7.0,1267.0800000000002,True,False
2023,Fantasy Football Calculator ADP,True,17,93230017,6,target_intel,frozen_lineup,7,6.0,1159.7800000000002,False,False
2023,Fantasy Football Calculator ADP,True,17,93230017,6,target_intel,weekly_lineups,8,6.0,1165.2,False,False
2023,Fantasy Football Calculator ADP,True,17,93230017,6,target_intel,lineups_plus_waivers,9,5.0,1176.5000000000002,False,False
2023,Fantasy Football Calculator ADP,True,17,93230017,6,model_only,frozen_lineup,9,5.0,1022.9599999999998,False,False
2023,Fantasy Football Calculator ADP,True,17,93230017,6,model_only,weekly_lineups,10,6.0,1070.18,False,False
2023,Fantasy Football Calculator ADP,True,17,93230017,6,model_only,lineups_plus_waivers,12,4.0,1023.8800000000002,False,False
2023,Fantasy Football Calculator ADP,True,18,93230018,7,adp,frozen_lineup,8,7.0,964.6600000000001,False,False
2023,Fantasy Football Calculator ADP,True,18,93230018,7,adp,weekly_lineups,6,6.0,1028.28,True,False
2023,Fantasy Football Calculator ADP,True,18,93230018,7,adp,lineups_plus_waivers,10,5.0,1047.4,False,False
2023,Fantasy Football Calculator ADP,True,18,93230018,7,target_intel,frozen_lineup,6,7.0,1170.92,True,False
2023,Fantasy Football Calculator ADP,True,18,93230018,7,target_intel,weekly_lineups,4,8.0,1202.1399999999999,True,False
2023,Fantasy Football Calculator ADP,True,18,93230018,7,target_intel,lineups_plus_waivers,5,9.0,1219.6399999999999,True,False
2023,Fantasy Football Calculator ADP,True,18,93230018,7,model_only,frozen_lineup,8,6.0,1088.8200000000002,False,False
2023,Fantasy Football Calculator ADP,True,18,93230018,7,model_only,weekly_lineups,9,7.0,1134.44,False,False
2023,Fantasy Football Calculator ADP,True,18,93230018,7,model_only,lineups_plus_waivers,6,9.0,1205.88,True,False
2023,Fantasy Football Calculator ADP,True,19,93230019,8,adp,frozen_lineup,5,7.0,1159.6799999999998,True,False
2023,Fantasy Football Calculator ADP,True,19,93230019,8,adp,weekly_lineups,1,10.0,1346.0799999999997,True,False
2023,Fantasy Football Calculator ADP,True,19,93230019,8,adp,lineups_plus_waivers,4,8.0,1356.7799999999997,True,False
2023,Fantasy Football Calculator ADP,True,19,93230019,8,target_intel,frozen_lineup,5,8.0,1291.82,True,False
2023,Fantasy Football Calculator ADP,True,19,93230019,8,target_intel,weekly_lineups,2,8.0,1284.74,True,False
2023,Fantasy Football Calculator ADP,True,19,93230019,8,target_intel,lineups_plus_waivers,1,11.0,1284.74,True,False
2023,Fantasy Football Calculator ADP,True,19,93230019,8,model_only,frozen_lineup,10,5.0,1088.8200000000002,False,False
2023,Fantasy Football Calculator ADP,True,19,93230019,8,model_only,weekly_lineups,9,5.0,1111.44,False,False
2023,Fantasy Football Calculator ADP,True,19,93230019,8,model_only,lineups_plus_waivers,8,6.0,1131.98,False,False
2023,Fantasy Football Calculator ADP,True,20,93230020,9,adp,frozen_lineup,1,11.0,1332.0800000000002,True,True
2023,Fantasy Football Calculator ADP,True,20,93230020,9,adp,weekly_lineups,1,10.0,1343.6800000000003,True,True
2023,Fantasy Football Calculator ADP,True,20,93230020,9,adp,lineups_plus_waivers,1,10.0,1358.98,True,True
2023,Fantasy Football Calculator ADP,True,20,93230020,9,target_intel,frozen_lineup,1,11.0,1443.18,True,True
2023,Fantasy Football Calculator ADP,True,20,93230020,9,target_intel,weekly_lineups,2,10.0,1463.98,True,True
2023,Fantasy Football Calculator ADP,True,20,93230020,9,target_intel,lineups_plus_waivers,3,8.0,1463.98,True,False
2023,Fantasy Football Calculator ADP,True,20,93230020,9,model_only,frozen_lineup,4,9.0,1143.86,True,False
2023,Fantasy Football Calculator ADP,True,20,93230020,9,model_only,weekly_lineups,5,8.0,1163.78,True,False
2023,Fantasy Football Calculator ADP,True,20,93230020,9,model_only,lineups_plus_waivers,5,8.0,1153.3799999999999,True,False
2023,Fantasy Football Calculator ADP,True,21,93230021,10,adp,frozen_lineup,2,11.0,1295.0800000000002,True,False
2023,Fantasy Football Calculator ADP,True,21,93230021,10,adp,weekly_lineups,2,11.0,1292.9799999999998,True,False
2023,Fantasy Football Calculator ADP,True,21,93230021,10,adp,lineups_plus_waivers,1,11.0,1289.2799999999997,True,False
2023,Fantasy Football Calculator ADP,True,21,93230021,10,target_intel,frozen_lineup,1,10.0,1376.9799999999998,True,False
2023,Fantasy Football Calculator ADP,True,21,93230021,10,target_intel,weekly_lineups,1,13.0,1379.18,True,True
2023,Fantasy Football Calculator ADP,True,21,93230021,10,target_intel,lineups_plus_waivers,1,13.0,1379.18,True,False
2023,Fantasy Football Calculator ADP,True,21,93230021,10,model_only,frozen_lineup,3,8.0,1183.22,True,False
2023,Fantasy Football Calculator ADP,True,21,93230021,10,model_only,weekly_lineups,5,8.0,1182.38,True,False
2023,Fantasy Football Calculator ADP,True,21,93230021,10,model_only,lineups_plus_waivers,7,7.0,1229.78,False,False
2023,Fantasy Football Calculator ADP,True,22,93230022,11,adp,frozen_lineup,8,7.0,1041.72,False,False
2023,Fantasy Football Calculator ADP,True,22,93230022,11,adp,weekly_lineups,9,6.0,1153.6200000000001,False,False
2023,Fantasy Football Calculator ADP,True,22,93230022,11,adp,lineups_plus_waivers,6,7.0,1202.22,True,True
2023,Fantasy Football Calculator ADP,True,22,93230022,11,target_intel,frozen_lineup,3,8.0,1261.4799999999998,True,False
2023,Fantasy Football Calculator ADP,True,22,93230022,11,target_intel,weekly_lineups,9,6.0,1214.42,False,False
2023,Fantasy Football Calculator ADP,True,22,93230022,11,target_intel,lineups_plus_waivers,8,7.0,1203.52,False,False
2023,Fantasy Football Calculator ADP,True,22,93230022,11,model_only,frozen_lineup,8,6.0,1183.22,False,False
2023,Fantasy Football Calculator ADP,True,22,93230022,11,model_only,weekly_lineups,10,5.0,1167.5800000000002,False,False
2023,Fantasy Football Calculator ADP,True,22,93230022,11,model_only,lineups_plus_waivers,4,8.0,1214.8799999999999,True,False
2023,Fantasy Football Calculator ADP,True,23,93230023,12,adp,frozen_lineup,8,6.0,1050.4399999999998,False,False
2023,Fantasy Football Calculator ADP,True,23,93230023,12,adp,weekly_lineups,5,7.0,1209.8000000000002,True,True
2023,Fantasy Football Calculator ADP,True,23,93230023,12,adp,lineups_plus_waivers,3,8.0,1310.9799999999998,True,True
2023,Fantasy Football Calculator ADP,True,23,93230023,12,target_intel,frozen_lineup,12,4.0,1051.0,False,False
2023,Fantasy Football Calculator ADP,True,23,93230023,12,target_intel,weekly_lineups,11,4.0,1074.22,False,False
2023,Fantasy Football Calculator ADP,True,23,93230023,12,target_intel,lineups_plus_waivers,10,5.0,1113.7,False,False
2023,Fantasy Football Calculator ADP,True,23,93230023,12,model_only,frozen_lineup,9,6.0,1104.7,False,False
2023,Fantasy Football Calculator ADP,True,23,93230023,12,model_only,weekly_lineups,7,7.0,1094.02,False,False
2023,Fantasy Football Calculator ADP,True,23,93230023,12,model_only,lineups_plus_waivers,7,7.0,1156.2800000000002,False,False
2023,Fantasy Football Calculator ADP,True,24,93230024,1,adp,frozen_lineup,12,4.0,953.2600000000002,False,False
2023,Fantasy Football Calculator ADP,True,24,93230024,1,adp,weekly_lineups,11,5.0,960.7,False,False
2023,Fantasy Football Calculator ADP,True,24,93230024,1,adp,lineups_plus_waivers,12,3.0,981.5799999999999,False,False
2023,Fantasy Football Calculator ADP,True,24,93230024,1,target_intel,frozen_lineup,11,5.0,1051.02,False,False
2023,Fantasy Football Calculator ADP,True,24,93230024,1,target_intel,weekly_lineups,8,6.0,1182.74,False,False
2023,Fantasy Football Calculator ADP,True,24,93230024,1,target_intel,lineups_plus_waivers,4,8.0,1203.24,True,False
2023,Fantasy Football Calculator ADP,True,24,93230024,1,model_only,frozen_lineup,6,7.0,1122.06,True,False
2023,Fantasy Football Calculator ADP,True,24,93230024,1,model_only,weekly_lineups,11,5.0,1135.48,False,False
2023,Fantasy Football Calculator ADP,True,24,93230024,1,model_only,lineups_plus_waivers,10,5.0,1158.9799999999998,False,False
2023,Fantasy Football Calculator ADP,True,25,93230025,2,adp,frozen_lineup,9,7.0,989.5600000000001,False,False
2023,Fantasy Football Calculator ADP,True,25,93230025,2,adp,weekly_lineups,12,4.0,1043.0000000000002,False,False
2023,Fantasy Football Calculator ADP,True,25,93230025,2,adp,lineups_plus_waivers,12,4.0,1034.8,False,False
2023,Fantasy Football Calculator ADP,True,25,93230025,2,target_intel,frozen_lineup,4,8.0,1176.6799999999998,True,False
2023,Fantasy Football Calculator ADP,True,25,93230025,2,target_intel,weekly_lineups,5,8.0,1226.2,True,False
2023,Fantasy Football Calculator ADP,True,25,93230025,2,target_intel,lineups_plus_waivers,4,8.0,1226.3000000000002,True,True
2023,Fantasy Football Calculator ADP,True,25,93230025,2,model_only,frozen_lineup,10,5.0,1027.6200000000003,False,False
2023,Fantasy Football Calculator ADP,True,25,93230025,2,model_only,weekly_lineups,10,6.0,1036.68,False,False
2023,Fantasy Football Calculator ADP,True,25,93230025,2,model_only,lineups_plus_waivers,6,8.0,1172.7800000000002,True,False
2023,Fantasy Football Calculator ADP,True,26,93230026,3,adp,frozen_lineup,5,7.0,1233.3000000000002,True,True
2023,Fantasy Football Calculator ADP,True,26,93230026,3,adp,weekly_lineups,8,6.0,1273.9,False,False
2023,Fantasy Football Calculator ADP,True,26,93230026,3,adp,lineups_plus_waivers,7,6.0,1275.6200000000001,False,False
2023,Fantasy Football Calculator ADP,True,26,93230026,3,target_intel,frozen_lineup,7,7.0,1215.62,False,False
2023,Fantasy Football Calculator ADP,True,26,93230026,3,target_intel,weekly_lineups,5,8.0,1292.2400000000002,True,False
2023,Fantasy Football Calculator ADP,True,26,93230026,3,target_intel,lineups_plus_waivers,5,8.0,1295.8400000000001,True,False
2023,Fantasy Football Calculator ADP,True,26,93230026,3,model_only,frozen_lineup,6,7.0,1169.0200000000002,True,False
