season,adp_source,true_adp,episode,seed,draft_slot,strategy,regular_rank,regular_wins,managed_points,oracle_lineup_points,made_playoffs,champion
2023,Fantasy Football Calculator ADP,True,30,93230030,7,adp,1,11.0,1334.48,1654.18,True,False
2023,Fantasy Football Calculator ADP,True,30,93230030,7,target_intel,1,10.5,1330.1200000000001,1628.62,True,False
2023,Fantasy Football Calculator ADP,True,30,93230030,7,model_only,1,11.0,1201.2800000000002,1499.78,True,False
2023,Fantasy Football Calculator ADP,True,31,93230031,8,adp,3,8.0,1233.98,1443.06,True,False
2023,Fantasy Football Calculator ADP,True,31,93230031,8,target_intel,2,9.0,1351.6800000000003,1726.9000000000003,True,False
2023,Fantasy Football Calculator ADP,True,31,93230031,8,model_only,7,7.0,1249.78,1483.48,False,False
2023,Fantasy Football Calculator ADP,True,32,93230032,9,adp,4,8.0,1241.9,1610.66,True,False
2023,Fantasy Football Calculator ADP,True,32,93230032,9,target_intel,1,11.0,1304.16,1632.7199999999998,True,True
2023,Fantasy Football Calculator ADP,True,32,93230032,9,model_only,8,7.0,1154.48,1471.9800000000002,False,False
2023,Fantasy Football Calculator ADP,True,33,93230033,10,adp,8,6.0,1190.14,1515.6000000000004,False,False
2023,Fantasy Football Calculator ADP,True,33,93230033,10,target_intel,3,10.0,1359.92,1603.1200000000001,True,False
2023,Fantasy Football Calculator ADP,True,33,93230033,10,model_only,7,7.0,1101.16,1515.06,False,False
2023,Fantasy Football Calculator ADP,True,34,93230034,11,adp,5,8.0,1070.5600000000002,1398.1000000000001,True,False
2023,Fantasy Football Calculator ADP,True,34,93230034,11,target_intel,2,9.0,1229.48,1533.9,True,False
2023,Fantasy Football Calculator ADP,True,34,93230034,11,model_only,3,9.0,1170.7800000000002,1562.58,True,False
2023,Fantasy Football Calculator ADP,True,35,93230035,12,adp,2,11.0,1281.34,1582.6599999999996,True,False
2023,Fantasy Football Calculator ADP,True,35,93230035,12,target_intel,5,7.0,1337.7399999999998,1715.44,True,False
2023,Fantasy Football Calculator ADP,True,35,93230035,12,model_only,7,6.0,1172.1,1504.6399999999999,False,False
2023,Fantasy Football Calculator ADP,True,36,93230036,1,adp,11,5.0,1051.7,1394.8800000000003,False,False
2023,Fantasy Football Calculator ADP,True,36,93230036,1,target_intel,5,7.0,1212.9400000000003,1465.74,True,False
2023,Fantasy Football Calculator ADP,True,36,93230036,1,model_only,11,4.0,1013.2800000000002,1376.9399999999998,False,False
2023,Fantasy Football Calculator ADP,True,37,93230037,2,adp,10,6.0,1048.6200000000001,1397.34,False,False
2023,Fantasy Football Calculator ADP,True,37,93230037,2,target_intel,2,8.0,1306.62,1575.9199999999998,True,False
2023,Fantasy Football Calculator ADP,True,37,93230037,2,model_only,3,9.0,1170.58,1553.96,True,False
2023,Fantasy Football Calculator ADP,True,38,93230038,3,adp,9,6.0,1178.24,1464.52,False,False
2023,Fantasy Football Calculator ADP,True,38,93230038,3,target_intel,5,8.0,1211.48,1511.0,True,False
2023,Fantasy Football Calculator ADP,True,38,93230038,3,model_only,6,7.0,1168.58,1550.5600000000004,True,True
2023,Fantasy Football Calculator ADP,True,39,93230039,4,adp,11,4.0,1046.52,1324.46,False,False
2023,Fantasy Football Calculator ADP,True,39,93230039,4,target_intel,12,5.0,1165.6000000000001,1380.2,False,False
2023,Fantasy Football Calculator ADP,True,39,93230039,4,model_only,11,4.0,1113.7600000000002,1467.3799999999999,False,False
2023,Fantasy Football Calculator ADP,True,40,93230040,5,adp,3,9.0,1239.14,1504.8799999999999,True,False
2023,Fantasy Football Calculator ADP,True,40,93230040,5,target_intel,9,6.0,1229.72,1459.4,False,False
2023,Fantasy Football Calculator ADP,True,40,93230040,5,model_only,9,7.0,1128.48,1443.48,False,False
2023,Fantasy Football Calculator ADP,True,41,93230041,6,adp,11,5.0,1030.94,1258.1400000000003,False,False
2023,Fantasy Football Calculator ADP,True,41,93230041,6,target_intel,9,5.0,1282.04,1554.82,False,False
2023,Fantasy Football Calculator ADP,True,41,93230041,6,model_only,11,4.0,1098.2800000000002,1517.14,False,False
2023,Fantasy Football Calculator ADP,True,42,93230042,7,adp,12,1.0,1003.8199999999999,1291.0000000000002,False,False
2023,Fantasy Football Calculator ADP,True,42,93230042,7,target_intel,3,8.0,1254.98,1608.66,True,False
2023,Fantasy Football Calculator ADP,True,42,93230042,7,model_only,6,7.0,1120.28,1540.4199999999998,True,False
2023,Fantasy Football Calculator ADP,True,43,93230043,8,adp,3,9.0,1175.42,1555.8800000000003,True,False
2023,Fantasy Football Calculator ADP,True,43,93230043,8,target_intel,9,5.0,1248.94,1518.94,False,False
2023,Fantasy Football Calculator ADP,True,43,93230043,8,model_only,3,8.0,1169.44,1509.78,True,False
2023,Fantasy Football Calculator ADP,True,44,93230044,9,adp,7,6.0,1235.6,1484.7,False,False
2023,Fantasy Football Calculator ADP,True,44,93230044,9,target_intel,1,11.0,1384.1400000000003,1672.5399999999997,True,True
2023,Fantasy Football Calculator ADP,True,44,93230044,9,model_only,9,6.0,1164.3200000000002,1552.66,False,False
2023,Fantasy Football Calculator ADP,True,45,93230045,10,adp,2,10.0,1185.26,1539.2000000000003,True,False
2023,Fantasy Football Calculator ADP,True,45,93230045,10,target_intel,2,9.0,1280.76,1653.2,True,False
2023,Fantasy Football Calculator ADP,True,45,93230045,10,model_only,4,8.0,1107.22,1474.9199999999998,True,False
2023,Fantasy Football Calculator ADP,True,46,93230046,11,adp,10,5.0,1177.02,1543.3400000000001,False,False
2023,Fantasy Football Calculator ADP,True,46,93230046,11,target_intel,1,12.0,1434.78,1716.96,True,False
2023,Fantasy Football Calculator ADP,True,46,93230046,11,model_only,11,3.0,1068.0800000000002,1477.58,False,False
2023,Fantasy Football Calculator ADP,True,47,93230047,12,adp,5,7.0,1208.4199999999998,1446.76,True,False
2023,Fantasy Football Calculator ADP,True,47,93230047,12,target_intel,5,8.0,1274.0200000000002,1547.1200000000001,True,False
2023,Fantasy Football Calculator ADP,True,47,93230047,12,model_only,7,7.0,1104.6799999999998,1423.34,False,False
2023,Fantasy Football Calculator ADP,True,48,93230048,1,adp,12,2.0,1021.1,1316.48,False,False
2023,Fantasy Football Calculator ADP,True,48,93230048,1,target_intel,7,7.0,1182.1,1440.0,False,False
2023,Fantasy Football Calculator ADP,True,48,93230048,1,model_only,10,5.0,1170.88,1512.22,False,False
2023,Fantasy Football Calculator ADP,True,49,93230049,2,adp,8,7.0,1193.6600000000003,1477.96,False,False
2023,Fantasy Football Calculator ADP,True,49,93230049,2,target_intel,2,9.0,1325.5400000000002,1640.0400000000002,True,False
2023,Fantasy Football Calculator ADP,True,49,93230049,2,model_only,12,3.0,1007.3399999999999,1351.1000000000001,False,False
2023,Fantasy Football Calculator ADP,True,50,93230050,3,adp,9,6.0,1044.9199999999998,1444.64,False,False
2023,Fantasy Football Calculator ADP,True,50,93230050,3,target_intel,5,7.0,1324.0200000000002,1658.3400000000001,True,False
2023,Fantasy Football Calculator ADP,True,50,93230050,3,model_only,2,10.0,1202.38,1524.08,True,False
2023,Fantasy Football Calculator ADP,True,51,93230051,4,adp,5,8.0,1181.9600000000003,1556.88,True,False
2023,Fantasy Football Calculator ADP,True,51,93230051,4,target_intel,3,8.0,1247.18,1537.62,True,True
2023,Fantasy Football Calculator ADP,True,51,93230051,4,model_only,10,6.0,1138.42,1445.0,False,False
2023,Fantasy Football Calculator ADP,True,52,93230052,5,adp,12,5.0,1020.5800000000002,1283.58,False,False
2023,Fantasy Football Calculator ADP,True,52,93230052,5,target_intel,2,8.0,1264.3400000000001,1511.24,True,False
2023,Fantasy Football Calculator ADP,True,52,93230052,5,model_only,10,5.0,1198.7199999999998,1490.46,False,False
2023,Fantasy Football Calculator ADP,True,53,93230053,6,adp,8,6.0,1161.4,1513.04,False,False
2023,Fantasy Football Calculator ADP,True,53,93230053,6,target_intel,7,7.0,1276.44,1511.8400000000001,False,False
2023,Fantasy Football Calculator ADP,True,53,93230053,6,model_only,2,9.0,1231.3400000000004,1530.1799999999998,True,False
2023,Fantasy Football Calculator ADP,True,54,93230054,7,adp,11,6.0,1243.26,1492.5600000000002,False,False
2023,Fantasy Football Calculator ADP,True,54,93230054,7,target_intel,8,6.0,1265.94,1561.64,False,False
2023,Fantasy Football Calculator ADP,True,54,93230054,7,model_only,9,6.0,1120.3799999999999,1436.96,False,False
2023,Fantasy Football Calculator ADP,True,55,93230055,8,adp,8,6.0,1082.32,1412.64,False,False
2023,Fantasy Football Calculator ADP,True,55,93230055,8,target_intel,1,11.0,1314.08,1643.08,True,False
2023,Fantasy Football Calculator ADP,True,55,93230055,8,model_only,8,6.0,1136.5399999999997,1492.58,False,False
2023,Fantasy Football Calculator ADP,True,56,93230056,9,adp,6,7.0,1165.0800000000002,1457.86,True,False
2023,Fantasy Football Calculator ADP,True,56,93230056,9,target_intel,5,8.0,1171.56,1510.18,True,False
2023,Fantasy Football Calculator ADP,True,56,93230056,9,model_only,9,5.0,1147.8400000000001,1542.08,False,False
2023,Fantasy Football Calculator ADP,True,57,93230057,10,adp,5,7.0,1235.12,1576.7600000000002,True,False
2023,Fantasy Football Calculator ADP,True,57,93230057,10,target_intel,6,7.0,1300.12,1555.2199999999998,True,False
2023,Fantasy Football Calculator ADP,True,57,93230057,10,model_only,5,8.0,1081.68,1572.2200000000003,True,False
2023,Fantasy Football Calculator ADP,True,58,93230058,11,adp,2,11.0,1243.12,1578.2400000000002,True,False
2023,Fantasy Football Calculator ADP,True,58,93230058,11,target_intel,5,9.0,1292.6000000000001,1597.8799999999999,True,False
2023,Fantasy Football Calculator ADP,True,58,93230058,11,model_only,11,5.0,1183.18,1466.58,False,False
2023,Fantasy Football Calculator ADP,True,59,93230059,12,adp,3,9.0,1129.72,1438.88,True,False
2023,Fantasy Football Calculator ADP,True,59,93230059,12,target_intel,1,10.0,1331.2800000000002,1615.1200000000001,True,False
2023,Fantasy Football Calculator ADP,True,59,93230059,12,model_only,10,5.0,1128.5800000000002,1455.1200000000001,False,False
2023,Fantasy Football Calculator ADP,True,60,93230060,1,adp,12,5.0,998.3399999999999,1264.6,False,False
2023,Fantasy Football Calculator ADP,True,60,93230060,1,target_intel,2,9.0,1210.8000000000002,1544.3,True,False
2023,Fantasy Football Calculator ADP,True,60,93230060,1,model_only,10,6.0,1043.18,1406.78,False,False
2023,Fantasy Football Calculator ADP,True,61,93230061,2,adp,12,5.0,1013.84,1309.02,False,False
2023,Fantasy Football Calculator ADP,True,61,93230061,2,target_intel,7,6.0,1214.7000000000003,1560.6000000000001,False,False
2023,Fantasy Football Calculator ADP,True,61,93230061,2,model_only,6,7.0,1195.88,1488.8799999999999,True,False
2023,Fantasy Football Calculator ADP,True,62,93230062,3,adp,4,8.0,1188.7199999999998,1476.0800000000004,True,False
2023,Fantasy Football Calculator ADP,True,62,93230062,3,target_intel,2,10.0,1309.64,1594.9399999999998,True,False
2023,Fantasy Football Calculator ADP,True,62,93230062,3,model_only,7,7.0,1055.58,1330.0999999999997,False,False
2023,Fantasy Football Calculator ADP,True,63,93230063,4,adp,2,9.0,1305.68,1541.94,True,False
2023,Fantasy Football Calculator ADP,True,63,93230063,4,target_intel,1,11.0,1437.14,1770.04,True,True
2023,Fantasy Football Calculator ADP,True,63,93230063,4,model_only,10,5.0,1192.28,1504.9799999999998,False,False
2023,Fantasy Football Calculator ADP,True,64,93230064,5,adp,9,5.0,1084.7800000000002,1319.1399999999999,False,False
2023,Fantasy Football Calculator ADP,True,64,93230064,5,target_intel,11,4.0,1175.7000000000003,1484.8000000000004,False,False
2023,Fantasy Football Calculator ADP,True,64,93230064,5,model_only,9,6.0,1185.8800000000003,1524.98,False,False
2023,Fantasy Football Calculator ADP,True,65,93230065,6,adp,7,7.0,1059.1599999999999,1317.4000000000003,False,False
2023,Fantasy Football Calculator ADP,True,65,93230065,6,target_intel,7,7.0,1268.9399999999998,1505.3399999999997,False,False
2023,Fantasy Football Calculator ADP,True,65,93230065,6,model_only,11,4.0,1140.02,1446.3600000000001,False,False
2023,Fantasy Football Calculator ADP,True,66,93230066,7,adp,6,7.0,1272.22,1565.3599999999997,True,False
2023,Fantasy Football Calculator ADP,True,66,93230066,7,target_intel,1,10.0,1360.0400000000002,1705.0400000000004,True,True
2023,Fantasy Football Calculator ADP,True,66,93230066,7,model_only,6,7.0,1251.9799999999998,1530.3799999999999,True,False
2023,Fantasy Football Calculator ADP,True,67,93230067,8,adp,1,11.0,1525.48,1718.86,True,True
2023,Fantasy Football Calculator ADP,True,67,93230067,8,target_intel,2,11.0,1189.32,1515.8000000000002,True,False
2023,Fantasy Football Calculator ADP,True,67,93230067,8,model_only,10,5.0,1102.02,1437.8,False,False
2023,Fantasy Football Calculator ADP,True,68,93230068,9,adp,4,9.0,1110.18,1302.96,True,False
2023,Fantasy Football Calculator ADP,True,68,93230068,9,target_intel,6,8.0,1196.8999999999999,1426.0,True,False
2023,Fantasy Football Calculator ADP,True,68,93230068,9,model_only,5,8.0,1174.0800000000002,1487.28,True,False
2023,Fantasy Football Calculator ADP,True,69,93230069,10,adp,11,6.0,1108.96,1501.6800000000003,False,False
2023,Fantasy Football Calculator ADP,True,69,93230069,10,target_intel,5,8.0,1217.7200000000003,1433.08,True,False
2023,Fantasy Football Calculator ADP,True,69,93230069,10,model_only,6,8.0,1160.94,1490.5800000000002,True,False
2023,Fantasy Football Calculator ADP,True,70,93230070,11,adp,12,5.0,1098.4599999999998,1329.96,False,False
2023,Fantasy Football Calculator ADP,True,70,93230070,11,target_intel,11,5.0,1284.78,1592.0,False,False
2023,Fantasy Football Calculator ADP,True,70,93230070,11,model_only,7,6.0,1164.3600000000001,1554.02,False,False
2023,Fantasy Football Calculator ADP,True,71,93230071,12,adp,9,5.0,1184.02,1416.9,False,False
2023,Fantasy Football Calculator ADP,True,71,93230071,12,target_intel,3,8.0,1315.08,1602.5400000000002,True,False
2023,Fantasy Football Calculator ADP,True,71,93230071,12,model_only,8,6.0,1169.9399999999998,1485.5799999999997,False,False
2023,Fantasy Football Calculator ADP,True,72,93230072,1,adp,9,7.0,1053.8400000000001,1292.6000000000001,False,False
2023,Fantasy Football Calculator ADP,True,72,93230072,1,target_intel,6,7.0,1234.84,1538.2400000000002,True,False
2023,Fantasy Football Calculator ADP,True,72,93230072,1,model_only,6,8.0,1176.4199999999998,1525.46,True,True
2023,Fantasy Football Calculator ADP,True,73,93230073,2,adp,11,5.0,1047.6999999999998,1405.4999999999998,False,False
2023,Fantasy Football Calculator ADP,True,73,93230073,2,target_intel,8,6.0,1219.54,1558.84,False,False
2023,Fantasy Football Calculator ADP,True,73,93230073,2,model_only,12,5.0,1119.84,1435.86,False,False
2023,Fantasy Football Calculator ADP,True,74,93230074,3,adp,12,3.0,1040.32,1306.32,False,False
2023,Fantasy Football Calculator ADP,True,74,93230074,3,target_intel,6,7.0,1223.14,1560.4000000000005,True,False
2023,Fantasy Football Calculator ADP,True,74,93230074,3,model_only,12,4.0,1085.92,1417.06,False,False
2023,Fantasy Football Calculator ADP,True,75,93230075,4,adp,12,4.0,960.3000000000002,1334.2400000000002,False,False
2023,Fantasy Football Calculator ADP,True,75,93230075,4,target_intel,1,10.0,1290.4,1545.1000000000001,True,False
2023,Fantasy Football Calculator ADP,True,75,93230075,4,model_only,7,6.0,1223.12,1549.86,False,False
2023,Fantasy Football Calculator ADP,True,76,93230076,5,adp,10,6.0,1148.9800000000002,1339.3,False,False
2023,Fantasy Football Calculator ADP,True,76,93230076,5,target_intel,8,6.0,1245.2,1489.5999999999997,False,False
2023,Fantasy Football Calculator ADP,True,76,93230076,5,model_only,10,5.0,1161.58,1466.92,False,False
2023,Fantasy Football Calculator ADP,True,77,93230077,6,adp,1,10.0,1471.6599999999999,1777.7400000000002,True,True
2023,Fantasy Football Calculator ADP,True,77,93230077,6,target_intel,1,11.0,1321.3000000000002,1497.5,True,False
2023,Fantasy Football Calculator ADP,True,77,93230077,6,model_only,10,5.0,1270.24,1596.58,False,False
2023,Fantasy Football Calculator ADP,True,78,93230078,7,adp,7,6.0,1116.38,1398.76,False,False
2023,Fantasy Football Calculator ADP,True,78,93230078,7,target_intel,1,11.0,1375.5400000000002,1605.0400000000004,True,False
2023,Fantasy Football Calculator ADP,True,78,93230078,7,model_only,4,7.0,1271.62,1621.7000000000003,True,False
2023,Fantasy Football Calculator ADP,True,79,93230079,8,adp,9,6.0,1229.2800000000002,1532.0200000000002,False,False
2023,Fantasy Football Calculator ADP,True,79,93230079,8,target_intel,1,11.0,1381.88,1671.3600000000001,True,True
2023,Fantasy Football Calculator ADP,True,79,93230079,8,model_only,2,8.0,1238.6799999999998,1577.2800000000002,True,False
2023,Fantasy Football Calculator ADP,True,80,93230080,9,adp,12,4.0,1000.3399999999998,1321.68,False,False
2023,Fantasy Football Calculator ADP,True,80,93230080,9,target_intel,2,10.0,1335.3600000000001,1662.6200000000001,True,False
2023,Fantasy Football Calculator ADP,True,80,93230080,9,model_only,8,6.0,1204.28,1535.9799999999998,False,False
2023,Fantasy Football Calculator ADP,True,81,93230081,10,adp,9,5.0,1213.54,1545.2600000000002,False,False
2023,Fantasy Football Calculator ADP,True,81,93230081,10,target_intel,5,7.0,1247.8400000000004,1615.2,True,False
2023,Fantasy Football Calculator ADP,True,81,93230081,10,model_only,10,5.0,993.12,1445.02,False,False
2023,Fantasy Football Calculator ADP,True,82,93230082,11,adp,3,8.0,1236.3,1569.6200000000001,True,True
2023,Fantasy Football Calculator ADP,True,82,93230082,11,target_intel,2,9.0,1312.2,1643.46,True,False
2023,Fantasy Football Calculator ADP,True,82,93230082,11,model_only,11,4.0,1050.8400000000001,1357.1,False,False
