num_teams,qb_slots,rb_slots,wr_slots,flex_slots,strategy,starter_points,avg_rank,win_rate,top3_rate,episodes
10,2,2,3,0,adp_guarded,1899.1333333333332,4.0,0.3333333333333333,0.6666666666666666,3
10,2,2,3,0,catboost,1860.6866666666667,5.333333333333333,0.0,0.3333333333333333,3
10,2,2,3,0,adp,1700.9133333333332,7.0,0.0,0.0,3
10,2,2,3,1,adp_guarded,2107.6428571428573,4.0,0.2857142857142857,0.2857142857142857,7
10,2,2,3,1,vbd,2010.7085714285713,4.714285714285714,0.14285714285714285,0.42857142857142855,7
10,2,2,3,1,catboost,2004.4885714285715,5.428571428571429,0.0,0.2857142857142857,7
10,2,2,3,1,adp,1889.6485714285716,6.428571428571429,0.0,0.2857142857142857,7
10,2,2,3,2,catboost,2244.81,4.25,0.0,0.5,4
10,2,2,3,2,vbd,2214.3,4.75,0.0,0.25,4
10,2,2,3,2,adp_guarded,2142.2799999999997,6.0,0.0,0.25,4
10,2,2,3,2,adp,1992.685,9.5,0.0,0.0,4
10,2,3,2,1,catboost,2040.3700000000001,4.75,0.0,0.0,4
10,2,3,2,1,adp_guarded,2022.96,5.25,0.0,0.25,4
10,2,3,2,1,vbd,1932.595,7.0,0.0,0.0,4
10,2,3,2,1,adp,1925.625,7.0,0.0,0.0,4
10,2,3,2,2,adp_guarded,2226.153333333333,4.333333333333333,0.0,0.6666666666666666,3
10,2,3,2,2,catboost,2177.6733333333336,4.666666666666667,0.0,0.0,3
10,2,3,2,2,vbd,2141.5866666666666,5.666666666666667,0.3333333333333333,0.3333333333333333,3
10,2,3,2,2,adp,2131.42,5.0,0.0,0.6666666666666666,3
10,2,3,3,0,vbd,2129.18,3.0,0.0,1.0,1
10,2,3,3,0,adp_guarded,2105.6,2.0,0.0,1.0,1
10,2,3,3,0,catboost,1903.44,6.0,0.0,0.0,1
10,2,3,3,0,adp,1880.02,9.0,0.0,0.0,1
10,2,3,3,1,adp_guarded,2364.3199999999997,1.25,0.75,1.0,4
10,2,3,3,1,vbd,2177.3450000000003,5.5,0.0,0.0,4
10,2,3,3,1,catboost,2129.245,6.0,0.0,0.0,4
10,2,3,3,1,adp,2039.0149999999999,6.5,0.25,0.25,4
12,1,1,2,0,adp,1209.356,4.733333333333333,0.13333333333333333,0.5333333333333333,15
12,1,1,2,0,vbd,1172.7373333333335,5.933333333333334,0.06666666666666667,0.26666666666666666,15
12,1,1,2,0,catboost,1161.7426666666665,6.066666666666666,0.06666666666666667,0.2,15
12,1,1,2,0,adp_guarded,1131.3186666666666,6.4,0.0,0.2,15
12,1,1,2,1,adp_guarded,1414.5692307692307,5.076923076923077,0.10256410256410256,0.2564102564102564,39
12,1,1,2,1,adp,1407.6835897435897,5.384615384615385,0.1282051282051282,0.3333333333333333,39
12,1,1,2,1,catboost,1359.805641025641,6.717948717948718,0.02564102564102564,0.1282051282051282,39
12,1,1,2,1,vbd,1359.7117948717948,6.410256410256411,0.02564102564102564,0.15384615384615385,39
12,1,1,2,2,adp,1597.6666666666667,5.333333333333333,0.2,0.26666666666666666,15
12,1,1,2,2,adp_guarded,1561.3693333333333,5.933333333333334,0.06666666666666667,0.3333333333333333,15
12,1,1,2,2,catboost,1480.6893333333333,7.933333333333334,0.0,0.26666666666666666,15
12,1,1,2,2,vbd,1457.6186666666665,8.8,0.0,0.06666666666666667,15
12,1,1,2,3,adp_guarded,1809.3,2.0,0.0,1.0,1
12,1,1,2,3,adp,1740.74,4.0,0.0,0.0,1
12,1,1,2,3,vbd,1625.96,10.0,0.0,0.0,1
12,1,1,2,3,catboost,1571.04,10.0,0.0,0.0,1
12,1,1,3,0,adp,1385.9771428571428,5.285714285714286,0.2857142857142857,0.42857142857142855,7
12,1,1,3,0,adp_guarded,1332.5,6.0,0.0,0.14285714285714285,7
12,1,1,3,0,catboost,1255.4742857142858,8.0,0.0,0.0,7
12,1,1,3,0,vbd,1210.2085714285713,9.285714285714286,0.0,0.0,7
12,1,1,3,1,adp_guarded,1579.6315789473683,4.105263157894737,0.15789473684210525,0.5789473684210527,19
12,1,1,3,1,adp,1543.7736842105264,5.894736842105263,0.05263157894736842,0.15789473684210525,19
12,1,1,3,1,vbd,1469.861052631579,7.7894736842105265,0.05263157894736842,0.15789473684210525,19
12,1,1,3,1,catboost,1461.9673684210527,7.894736842105263,0.0,0.05263157894736842,19
12,1,1,3,2,adp_guarded,1726.3628571428574,5.571428571428571,0.0,0.2857142857142857,7
12,1,1,3,2,adp,1699.3,6.428571428571429,0.0,0.2857142857142857,7
12,1,1,3,2,vbd,1552.3657142857141,9.571428571428571,0.0,0.0,7
12,1,1,3,2,catboost,1513.6542857142856,10.285714285714286,0.0,0.0,7
12,1,1,3,3,adp_guarded,2022.13,1.5,0.5,1.0,2
12,1,1,3,3,adp,1841.35,4.5,0.0,0.5,2
12,1,1,3,3,vbd,1596.1399999999999,10.0,0.0,0.0,2
12,1,1,3,3,catboost,1595.57,9.5,0.0,0.0,2
12,1,2,2,0,adp,1423.7470212765957,5.053191489361702,0.13829787234042554,0.40425531914893614,94
12,1,2,2,0,adp_guarded,1403.7493617021278,5.5638297872340425,0.1702127659574468,0.3617021276595745,94
12,1,2,2,0,vbd,1364.095744680851,6.340425531914893,0.0425531914893617,0.23404255319148937,94
12,1,2,2,0,catboost,1335.8759574468086,7.074468085106383,0.010638297872340425,0.19148936170212766,94
12,1,2,2,1,adp_guarded,1603.4029452054795,4.763698630136986,0.2226027397260274,0.4417808219178082,292
12,1,2,2,1,adp,1592.4753424657533,4.852739726027397,0.1404109589041096,0.4143835616438356,292
12,1,2,2,1,vbd,1525.8123972602739,6.691780821917808,0.06506849315068493,0.20205479452054795,292
12,1,2,2,1,catboost,1514.5522602739727,6.88013698630137,0.04794520547945205,0.17123287671232876,292
12,1,2,2,2,adp,1746.7585263157894,4.7894736842105265,0.16842105263157894,0.47368421052631576,95
12,1,2,2,2,adp_guarded,1736.6246315789474,5.11578947368421,0.11578947368421053,0.4,95
12,1,2,2,2,vbd,1628.6791578947368,7.631578947368421,0.021052631578947368,0.15789473684210525,95
12,1,2,2,2,catboost,1617.4305263157894,7.894736842105263,0.0,0.06315789473684211,95
12,1,2,2,3,adp_guarded,1863.8623076923077,5.076923076923077,0.11538461538461539,0.38461538461538464,26
12,1,2,2,3,adp,1859.74,5.384615384615385,0.11538461538461539,0.34615384615384615,26
12,1,2,2,3,catboost,1776.1076923076923,7.153846153846154,0.07692307692307693,0.11538461538461539,26
12,1,2,2,3,vbd,1715.8053846153848,8.76923076923077,0.0,0.038461538461538464,26
12,1,2,3,0,adp,1569.8792857142857,4.946428571428571,0.07142857142857142,0.42857142857142855,56
12,1,2,3,0,adp_guarded,1561.9242857142856,5.464285714285714,0.17857142857142858,0.35714285714285715,56
12,1,2,3,0,vbd,1492.9442857142858,7.0,0.017857142857142856,0.16071428571428573,56
12,1,2,3,0,catboost,1464.735357142857,7.696428571428571,0.03571428571428571,0.07142857142857142,56
12,1,2,3,1,adp_guarded,1743.9711538461538,4.788461538461538,0.16666666666666666,0.4230769230769231,156
12,1,2,3,1,adp,1722.8496153846152,5.326923076923077,0.14743589743589744,0.358974358974359,156
12,1,2,3,1,vbd,1642.5479487179489,7.3076923076923075,0.03205128205128205,0.12179487179487179,156
12,1,2,3,1,catboost,1631.301923076923,7.410256410256411,0.02564102564102564,0.11538461538461539,156
12,1,2,3,2,adp_guarded,1890.016862745098,5.0,0.23529411764705882,0.4117647058823529,51
12,1,2,3,2,adp,1860.6325490196077,5.392156862745098,0.0784313725490196,0.29411764705882354,51
12,1,2,3,2,vbd,1757.5313725490198,7.686274509803922,0.058823529411764705,0.0784313725490196,51
12,1,2,3,2,catboost,1744.2388235294115,8.156862745098039,0.0196078431372549,0.0196078431372549,51
12,1,2,3,3,adp_guarded,2033.7033333333336,4.666666666666667,0.3333333333333333,0.5,6
12,1,2,3,3,adp,2030.5733333333335,3.6666666666666665,0.16666666666666666,0.5,6
12,1,2,3,3,vbd,1872.1899999999998,8.0,0.16666666666666666,0.16666666666666666,6
12,1,2,3,3,catboost,1865.743333333333,7.5,0.0,0.16666666666666666,6
12,1,3,2,0,adp_guarded,1546.2876923076924,5.6923076923076925,0.23076923076923078,0.38461538461538464,13
12,1,3,2,0,adp,1521.216923076923,6.3076923076923075,0.0,0.3076923076923077,13
12,1,3,2,0,vbd,1468.4215384615384,7.3076923076923075,0.0,0.07692307692307693,13
12,1,3,2,0,catboost,1460.3646153846155,8.461538461538462,0.0,0.07692307692307693,13
12,1,3,2,1,adp,1762.5164102564102,4.153846153846154,0.15384615384615385,0.5384615384615384,39
12,1,3,2,1,adp_guarded,1689.2497435897437,6.128205128205129,0.15384615384615385,0.28205128205128205,39
12,1,3,2,1,vbd,1641.4866666666667,6.923076923076923,0.07692307692307693,0.1794871794871795,39
12,1,3,2,1,catboost,1624.4502564102563,7.641025641025641,0.0,0.20512820512820512,39
12,1,3,2,2,adp_guarded,1876.1585714285716,4.571428571428571,0.07142857142857142,0.35714285714285715,14
12,1,3,2,2,adp,1844.517142857143,5.642857142857143,0.21428571428571427,0.35714285714285715,14
12,1,3,2,2,vbd,1749.4699999999998,7.785714285714286,0.0,0.14285714285714285,14
12,1,3,2,2,catboost,1697.8614285714286,9.071428571428571,0.0,0.07142857142857142,14
12,1,3,2,3,adp,2005.78,4.0,0.0,0.5,2
12,1,3,2,3,adp_guarded,1935.0100000000002,7.0,0.0,0.0,2
12,1,3,2,3,catboost,1869.34,7.0,0.0,0.5,2
12,1,3,2,3,vbd,1802.5500000000002,8.5,0.0,0.0,2
12,1,3,3,0,adp_guarded,1742.67,4.5,0.16666666666666666,0.3333333333333333,6
12,1,3,3,0,adp,1688.8366666666668,5.166666666666667,0.16666666666666666,0.5,6
12,1,3,3,0,catboost,1652.4533333333336,7.666666666666667,0.16666666666666666,0.16666666666666666,6
12,1,3,3,0,vbd,1613.4033333333334,7.333333333333333,0.0,0.3333333333333333,6
12,1,3,3,1,adp,1887.432727272727,4.7272727272727275,0.3181818181818182,0.5,22
12,1,3,3,1,adp_guarded,1844.2109090909091,5.636363636363637,0.045454545454545456,0.2727272727272727,22
12,1,3,3,1,vbd,1754.9872727272727,7.5,0.0,0.13636363636363635,22
12,1,3,3,1,catboost,1733.74,8.136363636363637,0.0,0.09090909090909091,22
12,1,3,3,2,adp_guarded,1984.3488888888887,5.444444444444445,0.2222222222222222,0.3333333333333333,9
12,1,3,3,2,adp,1960.9733333333336,6.0,0.0,0.3333333333333333,9
12,1,3,3,2,vbd,1922.868888888889,7.0,0.0,0.0,9
12,1,3,3,2,catboost,1837.04,8.666666666666666,0.0,0.0,9
12,1,3,3,3,vbd,2175.12,4.0,0.0,0.5,2
12,1,3,3,3,adp,2147.7200000000003,4.5,0.0,0.5,2
12,1,3,3,3,adp_guarded,1997.26,7.5,0.0,0.0,2
12,1,3,3,3,catboost,1914.96,9.5,0.0,0.0,2
12,2,1,2,1,adp,1668.2285714285715,5.571428571428571,0.2857142857142857,0.42857142857142855,7
12,2,1,2,1,catboost,1637.9771428571428,5.0,0.2857142857142857,0.5714285714285714,7
12,2,1,2,1,vbd,1603.685714285714,6.0,0.2857142857142857,0.2857142857142857,7
12,2,1,2,1,adp_guarded,1532.2685714285715,7.0,0.0,0.14285714285714285,7
12,2,1,2,2,adp,1911.3666666666668,2.6666666666666665,0.3333333333333333,0.6666666666666666,3
12,2,1,2,2,vbd,1854.5600000000002,4.0,0.0,0.3333333333333333,3
12,2,1,2,2,adp_guarded,1741.7933333333333,6.666666666666667,0.3333333333333333,0.3333333333333333,3
12,2,1,2,2,catboost,1725.24,7.666666666666667,0.3333333333333333,0.3333333333333333,3
12,2,1,3,1,vbd,1866.99,3.0,0.0,1.0,2
12,2,1,3,1,catboost,1732.1100000000001,6.0,0.0,0.5,2
12,2,1,3,1,adp_guarded,1710.69,6.0,0.0,0.5,2
12,2,1,3,1,adp,1591.7,10.0,0.0,0.0,2
12,2,2,2,0,vbd,1664.3123076923077,4.538461538461538,0.07692307692307693,0.38461538461538464,13
12,2,2,2,0,adp,1598.7953846153846,6.3076923076923075,0.0,0.23076923076923078,13
12,2,2,2,0,catboost,1593.276923076923,6.0,0.0,0.15384615384615385,13
12,2,2,2,0,adp_guarded,1542.9215384615384,7.076923076923077,0.15384615384615385,0.23076923076923078,13
12,2,2,2,1,adp,1796.35641025641,5.769230769230769,0.1282051282051282,0.2564102564102564,39
12,2,2,2,1,vbd,1780.4579487179487,5.846153846153846,0.05128205128205128,0.2564102564102564,39
12,2,2,2,1,adp_guarded,1776.2666666666664,6.076923076923077,0.15384615384615385,0.3333333333333333,39
12,2,2,2,1,catboost,1748.2184615384617,6.435897435897436,0.05128205128205128,0.15384615384615385,39
12,2,2,2,2,adp,1933.06,5.846153846153846,0.15384615384615385,0.3076923076923077,13
12,2,2,2,2,catboost,1904.8923076923077,6.0,0.07692307692307693,0.15384615384615385,13
12,2,2,2,2,vbd,1893.416923076923,6.6923076923076925,0.0,0.15384615384615385,13
12,2,2,2,2,adp_guarded,1886.4615384615386,6.538461538461538,0.15384615384615385,0.3076923076923077,13
12,2,2,2,3,adp_guarded,2143.3050000000003,4.25,0.25,0.75,4
12,2,2,2,3,catboost,2068.41,5.75,0.0,0.25,4
12,2,2,2,3,adp,1991.84,7.0,0.0,0.25,4
12,2,2,2,3,vbd,1948.915,8.25,0.0,0.25,4
12,2,2,3,0,adp,1801.1942857142858,5.0,0.0,0.7142857142857143,7
12,2,2,3,0,catboost,1797.4428571428573,4.714285714285714,0.14285714285714285,0.5714285714285714,7
12,2,2,3,0,vbd,1796.3628571428574,5.285714285714286,0.14285714285714285,0.2857142857142857,7
12,2,2,3,0,adp_guarded,1759.7314285714285,6.142857142857143,0.0,0.2857142857142857,7
12,2,2,3,1,adp_guarded,1992.4126315789472,4.368421052631579,0.21052631578947367,0.5789473684210527,19
12,2,2,3,1,adp,1917.824210526316,6.052631578947368,0.15789473684210525,0.21052631578947367,19
12,2,2,3,1,catboost,1917.4736842105262,6.052631578947368,0.05263157894736842,0.15789473684210525,19
12,2,2,3,1,vbd,1904.7642105263155,6.2105263157894735,0.05263157894736842,0.15789473684210525,19
12,2,2,3,2,adp,2075.0275,5.0,0.25,0.5,8
12,2,2,3,2,adp_guarded,2045.9975,6.25,0.0,0.125,8
12,2,2,3,2,catboost,1937.405,8.5,0.0,0.0,8
12,2,2,3,2,vbd,1927.2925,8.125,0.0,0.0,8
12,2,2,3,3,adp,2319.5733333333333,3.6666666666666665,0.3333333333333333,0.3333333333333333,3
12,2,2,3,3,catboost,2161.266666666667,5.666666666666667,0.0,0.0,3
12,2,2,3,3,adp_guarded,2122.8933333333334,7.0,0.0,0.0,3
12,2,2,3,3,vbd,2059.2066666666665,8.666666666666666,0.0,0.0,3
12,2,3,2,0,adp,1831.7649999999999,5.25,0.0,0.5,4
12,2,3,2,0,vbd,1774.24,5.0,0.25,0.25,4
12,2,3,2,0,catboost,1700.42,7.25,0.0,0.0,4
12,2,3,2,0,adp_guarded,1681.8,8.25,0.25,0.25,4
12,2,3,2,1,adp_guarded,2036.8,3.5,0.3333333333333333,0.6666666666666666,6
12,2,3,2,1,adp,1978.71,5.166666666666667,0.16666666666666666,0.5,6
12,2,3,2,1,vbd,1970.0366666666666,4.666666666666667,0.0,0.5,6
12,2,3,2,1,catboost,1957.8366666666668,4.333333333333333,0.16666666666666666,0.3333333333333333,6
12,2,3,3,0,adp_guarded,2131.2,2.0,0.0,1.0,1
12,2,3,3,0,catboost,2057.2,3.0,0.0,1.0,1
12,2,3,3,0,adp,1990.54,2.0,0.0,1.0,1
12,2,3,3,0,vbd,1762.04,10.0,0.0,0.0,1
12,2,3,3,1,adp,2120.8133333333335,3.3333333333333335,0.0,0.6666666666666666,3
12,2,3,3,1,vbd,2030.6133333333335,6.333333333333333,0.0,0.0,3
12,2,3,3,1,adp_guarded,2021.3866666666665,6.333333333333333,0.0,0.0,3
12,2,3,3,1,catboost,1926.7866666666666,8.333333333333334,0.0,0.0,3
12,2,3,3,2,adp_guarded,2436.68,1.0,1.0,1.0,1
12,2,3,3,2,vbd,2367.46,1.0,1.0,1.0,1
12,2,3,3,2,catboost,2316.56,3.0,0.0,1.0,1
12,2,3,3,2,adp,2050.92,8.0,0.0,0.0,1
14,1,1,2,0,adp_guarded,1191.58,4.8,0.2,0.6,5
14,1,1,2,0,adp,1162.5279999999998,6.6,0.2,0.4,5
14,1,1,2,0,catboost,1158.556,7.0,0.0,0.2,5
14,1,1,2,0,vbd,1117.876,8.2,0.0,0.0,5
14,1,1,2,1,adp,1354.00625,6.25,0.1875,0.3125,16
14,1,1,2,1,adp_guarded,1347.7975,6.25,0.0625,0.125,16
14,1,1,2,1,vbd,1288.19,8.6875,0.0,0.0625,16
14,1,1,2,1,catboost,1251.67625,9.75,0.0,0.0625,16
14,1,1,2,2,adp_guarded,1580.73,5.0,0.25,0.5,4
14,1,1,2,2,adp,1517.365,6.0,0.25,0.25,4
14,1,1,2,2,vbd,1457.79,8.5,0.0,0.0,4
14,1,1,2,2,catboost,1438.0049999999999,9.0,0.0,0.0,4
14,1,1,2,3,adp_guarded,1903.56,1.0,1.0,1.0,1
14,1,1,2,3,vbd,1658.32,5.0,0.0,0.0,1
14,1,1,2,3,catboost,1549.76,8.0,0.0,0.0,1
14,1,1,2,3,adp,1488.1,12.0,0.0,0.0,1
14,1,1,3,0,vbd,1349.8666666666666,4.666666666666667,0.3333333333333333,0.6666666666666666,3
14,1,1,3,0,adp,1313.9266666666665,5.333333333333333,0.0,0.3333333333333333,3
14,1,1,3,0,catboost,1281.1933333333334,6.666666666666667,0.0,0.0,3
14,1,1,3,0,adp_guarded,1263.08,6.333333333333333,0.0,0.0,3
